Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
killbill-killbill-0.20.14,org.killbill.billing.payment.core,PaymentRefresher,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
killbill-killbill-0.20.14,org.killbill.billing.payment.core,PluginControlPaymentProcessor,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: PaymentModule; PaymentControlStateMachineHelper; DefaultStateMachineConfigCache; PluginControlPaymentAutomatonRunner; PluginControlPaymentProcessor; InvoicePaymentControlPluginApi; MultiTenantPaymentConfig; DefaultPaymentControlProviderPluginRegistryProvider; DefaultInvoicePaymentApi; InvoicePaymentPaymentOptions; DefaultInvoicePaymentInternalApi; PaymentTagHandler; DefaultPaymentService
killbill-killbill-0.20.14,org.killbill.billing.payment.core,ProcessorBase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core,DispatcherCallback,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core,CallableWithAccountLock,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core,WithAccountLock,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core,TestPaymentMethodProcessorNoDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core,TestPaymentMethodProcessorRefreshWithDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core,TestPaymentMethodProcessorWithDB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core,TestPaymentProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,AuthorizeControlOperation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,AuthorizeControlOperation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OperationControlCallback
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,CaptureControlOperation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,CaptureControlOperation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OperationControlCallback
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,ChargebackControlOperation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,ChargebackControlOperation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OperationControlCallback
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,ChargebackReversalControlOperation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,ChargebackReversalControlOperation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OperationControlCallback
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,CompletionControlOperation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,ControlPluginRunner,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,CreditControlOperation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,CreditControlOperation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OperationControlCallback
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,DefaultControlCompleted,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,DefaultControlInitiated,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,NoopControlInitiated,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,NotificationOfStateChangeControlOperation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,NotificationOfStateChangeControlOperation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OperationControlCallback
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,PurchaseControlOperation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,PurchaseControlOperation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OperationControlCallback
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,RefundControlOperation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,RefundControlOperation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OperationControlCallback
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,VoidControlOperation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,VoidControlOperation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OperationControlCallback
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm.control,TestControlPluginRunner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm,OperationCallbackBase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm,PaymentAutomatonDAOHelper,Feature Envy,The tool detected a instance of this smell because processPaymentInfoPlugin is more interested in members of the type: PaymentStateContext
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm,PaymentAutomatonDAOHelper,Feature Envy,The tool detected a instance of this smell because buildNewPaymentModelDao is more interested in members of the type: PaymentStateContext
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm,PaymentAutomatonDAOHelper,Feature Envy,The tool detected a instance of this smell because buildNewPaymentTransactionModelDao is more interested in members of the type: PaymentStateContext
killbill-killbill-0.20.14,org.killbill.billing.payment.core.sm,PaymentControlStateMachineHelper,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: PaymentModule; PaymentControlStateMachineHelper; DefaultStateMachineConfigCache; PluginControlPaymentAutomatonRunner; PluginControlPaymentProcessor; InvoicePaymentControlPluginApi; MultiTenantPaymentConfig; DefaultPaymentControlProviderPluginRegistryProvider; DefaultInvoicePaymentApi; InvoicePaymentPaymentOptions; DefaultInvoicePaymentInternalApi; PaymentTagHandler; DefaultPaymentService
